title,director,cast,country,release_year,rating,listed_in,description,type,is_adult,start_year,runtime,genres,average_rating,num_votes,year_added
chalte chalte,Aziz Mirza,"Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah, Rajiv Verma, Lillete Dubey, Jayshree T., Johny Lever",India,2003,TV-14,"Dramas, International Movies, Romantic Movies","Priya and Raj are polar opposites. Raj is brash and earthy, while Pirya is sophisticated and something of a perfectionist in all she does. They really are like oil and water, but nonetheless, they dare to fall in love.",movie,False,2003,167,"Drama,Romance",6.6,14597,2018
chaman bahaar,Apurva Dhar Badgaiyann,"Jitendra Kumar, Ritika Badiani, Yogendra Tikku, Bhuvan Arora, Alam Khan, Dhirendra Tiwari, Ashwani Kumar, Bhagwan Tiwari",India,2020,TV-MA,"Comedies, Dramas, International Movies","A local shop becomes a hub for young men taken with the new neighbor. But as business booms, it may leave the equally smitten storeowner heartbroken.",movie,False,2020,111,"Comedy,Drama",7.0,5496,2020
chamatkar,Rajiv Mehra,"Shah Rukh Khan, Naseeruddin Shah, Urmila Matondkar, Malvika Tiwari, Shammi Kapoor, Deven Verma, Tinnu Anand, Anjana Mumtaz, Anjan Srivastav, Rakesh Bedi",India,1992,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy","A village schoolteacher and the ghost of a murdered man, who were both betrayed by those closest to them, join forces to help each other.",movie,False,1992,171,"Comedy,Drama,Fantasy",6.6,5765,2017
chambers,,"Sivan Alyra Rose, Uma Thurman, Tony Goldwyn, Marcus LaVoi, Nicholas Galitzine, Kyanna Simone Simpson, Griffin Powell-Arcand, Lilli Kay, Sarah Mezzanotte, Lilliya Scarlett Reid",United States,2019,TV-MA,"TV Horror, TV Mysteries, Teen TV Shows","Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death.",tvSeries,False,2019,60,"Drama,Fantasy,Horror",6.5,7382,2019
champions,,"Anders Holm, Fortune Feimster, Andy Favreau, J.J. Totah, Mouzam Makkar, Yassir Lester, Robert Costanzo, Ginger Gonzaga, Mindy Kaling",United States,2018,TV-14,TV Comedies,"Years after getting his girlfriend pregnant, washed-up jock Vince meets his eccentric son Michael and learns about fatherhood, one show tune at a time.",tvSeries,False,2018,30,Comedy,6.1,3202,2019
champions,,"Anders Holm, Fortune Feimster, Andy Favreau, J.J. Totah, Mouzam Makkar, Yassir Lester, Robert Costanzo, Ginger Gonzaga, Mindy Kaling",United States,2018,TV-14,TV Comedies,"Years after getting his girlfriend pregnant, washed-up jock Vince meets his eccentric son Michael and learns about fatherhood, one show tune at a time.",movie,False,2018,124,"Comedy,Drama,Family",7.3,9262,2019
chance pe dance,Ken Ghosh,"Shahid Kapoor, Genelia D'Souza, Mohnish Bahl, Satish Shah, Parikshat Sahni, Vikas Bhalla, Kurush Deboo, Zain Khan",India,2010,TV-14,"Comedies, Dramas, International Movies","Having risen from humble beginnings, an ambitious young man sets his sights on winning a major dance competition that could catapult him to fame.",movie,False,2010,122,"Comedy,Drama,Music",4.7,2772,2018
chandani: the daughter of the elephant whisperer,Arne Birkenstock,K.G. Chandani Renuka Ratnayake,"Germany, Sri Lanka",2010,TV-G,"Documentaries, International Movies",A girl who wants to be an elephant driver like her father is given the chance to raise a calf and becomes even more determined when it's taken away.,movie,False,2010,88,"Documentary,Family",7.0,41,2017
change in the air,Dianne Dreyer,"Mary Beth Hurt, Rachel Brosnahan, Aidan Quinn, Olympia Dukakis, M. Emmet Walsh, Peter Gerety, Macy Gray, Satya Bhabha",United States,2018,PG,Dramas,"When a secretive woman breezes into a quiet town, her subdued neighbors get swept up in curiosity over her ethereal presence.",movie,False,2018,94,Drama,5.6,514,2020
chappaquiddick,John Curran,"Jason Clarke, Kate Mara, Ed Helms, Bruce Dern, Jim Gaffigan, Olivia Thirlby, Clancy Brown, Taylor Nichols, John Fiore","United States, Sweden",2017,PG-13,Dramas,Senator Ted Kennedy watches his future unravel in the wake of an infamous car crash as family and allies vie to protect his reputation.,movie,False,2017,106,"Biography,Drama,History",6.4,12290,2018
chappie,Neill Blomkamp,"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede","South Africa, United States",2015,R,"Action & Adventure, Sci-Fi & Fantasy","In a futuristic society where a robot police force keeps crime at bay, a lone droid gains the power of artificial intelligence.",movie,False,2015,120,"Action,Crime,Drama",6.8,231579,2019
chappie,Neill Blomkamp,"Sharlto Copley, Hugh Jackman, Sigourney Weaver, Dev Patel, Ninja, Yo-Landi Visser, Jose Pablo Cantillo, Brandon Auret, Johnny Selema, Maurice Carpede","South Africa, United States",2015,R,"Action & Adventure, Sci-Fi & Fantasy","In a futuristic society where a robot police force keeps crime at bay, a lone droid gains the power of artificial intelligence.",tvEpisode,False,2015,23,"Comedy,Talk-Show",7.6,32,2019
charité,,"Alicia von Rittberg, Maximilian Meyer-Bretschneider, Justus von Dohnányi, Matthias Koeberlin, Christoph Bach, Ernst Stötzner, Klara Deutschmann, Ramona Kunze-Libnow, Daniel Sträßer, Tanja Schleiff, Monika Oschek, Emilia Schüle, Matthias Brenner, Thomas Loibl",Germany,2017,TV-MA,"International TV Shows, TV Dramas","At Berlin's Charité hospital in 1888, Ida finds romance, a path to her dream job and an inside look into cures for tuberculosis and diphtheria.",tvSeries,False,2017,45,"Drama,History",7.8,2678,2018
charlie and the chocolate factory,Tim Burton,"Johnny Depp, Freddie Highmore, David Kelly, Helena Bonham Carter, Noah Taylor, Missi Pyle, James Fox, Deep Roy, Christopher Lee, Adam Godley, AnnaSophia Robb, Julia Winter, Jordan Fry, Philip Wiegratz","United Kingdom, United States",2005,PG,"Children & Family Movies, Comedies",The eccentric Willy Wonka opens the doors of his candy factory to five lucky kids who learn the secrets behind his amazing confections.,movie,False,2005,115,"Adventure,Comedy,Family",6.6,434038,2020
charlie's angels,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bill Murray, Sam Rockwell, Kelly Lynch, Tim Curry, Crispin Glover, Matt LeBlanc, LL Cool J, Tom Green, Luke Wilson","United States, Germany",2000,PG-13,"Action & Adventure, Comedies","Three beauties use their looks, charm and martial-arts training to kick butt on the trail of stolen software in this reboot of the classic TV series.",movie,False,2000,98,"Action,Adventure,Comedy",5.5,177418,2019
charlie's angels: full throttle,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese",United States,2003,PG-13,"Action & Adventure, Comedies","In this reboot of the TV classic, the Angels are tasked with finding lost rings encoded with the personal information of people in witness protection.",movie,False,2003,106,"Action,Adventure,Comedy",4.9,121719,2019
charlotte's web,"Charles A. Nichols, Iwao Takamoto","Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden",United States,1973,G,"Children & Family Movies, Classic Movies","Follow the adventures of Wilbur the pig, Templeton the rat and Charlotte the spider in this animated musical version of E.B. White's timeless story.",movie,False,1973,94,"Animation,Family,Musical",6.9,17046,2019
chashme baddoor,David Dhawan,"Rishi Kapoor, Ali Zafar, Taapsee Pannu, Siddharth, Divyendu Sharma, Anupam Kher, Bharati Achrekar, Lillete Dubey, Ayaz Khan",India,2013,TV-14,"Comedies, International Movies, Music & Musicals","When pretty new neighbor Seema falls for their shy roommate Sid, jealous womanizers Omi and Jai plot to break up the new lovebirds.",movie,False,2013,121,"Comedy,Drama",5.4,4947,2020
chasing amy,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith",United States,1997,R,"Comedies, Cult Movies, Dramas","Comic book artist Holden meets the perfect woman, only to learn that she's a lesbian. But that doesn't stop him from falling in love with her.",movie,False,1997,113,"Comedy,Drama,Romance",7.2,132902,2020
chasing cameron,,"Cameron Dallas, Aaron Carpenter, Taylor Caniff, Willie Jones, Trey Schafer, Bart Bordelon, Blake Gray",United States,2016,TV-14,"Reality TV, Teen TV Shows",Go behind the scenes with social media sensation Cameron Dallas as he takes his career to the next level on an international tour.,tvSeries,False,2016,31,Reality-TV,3.7,478,2016
chasing coral,Jeff Orlowski,,United States,2017,TV-PG,Documentaries,"Divers, scientists and photographers around the world mount an epic underwater campaign to document the disappearance of coral reefs.",movie,False,2017,93,Documentary,8.1,4545,2017
chasing the dragon,"Wong Jing, Jason Kwan","Donnie Yen, Andy Lau, Philip Keung, Kent Cheng, Wilfred Lau, Ken Tong, Yu Kang","Hong Kong, China",2017,TV-MA,"Action & Adventure, Dramas, International Movies","In corrupt, British-colonized Hong Kong, a mainland Chinese immigrant rises to the top of the city's drug underworld with the help of a notorious cop.",movie,False,2017,128,"Action,Biography,Crime",6.8,3530,2018
cheer,,,United States,2020,TV-MA,"Docuseries, Reality TV, Teen TV Shows",This gripping docuseries follows the ups and downs of Navarro College's competitive cheer squad as they work to win a coveted national title.,tvSeries,False,2020,355,"Documentary,Reality-TV",8.1,4102,2020
cheer squad,,,United States,2016,TV-PG,"Reality TV, Teen TV Shows","Follow the Great White Sharks, a world-champion cheerleading squad, as they juggle the pressures of training, school, work and relationships.",tvSeries,False,2016,60,Reality-TV,7.4,146,2017
cheers,,"Ted Danson, Rhea Perlman, George Wendt, John Ratzenberger, Shelley Long, Kirstie Alley, Woody Harrelson, Kelsey Grammer, Nicholas Colasanto",United States,1992,TV-PG,"Classic & Cult TV, TV Comedies","Sam Malone, an ex-baseball player turned bar owner, operates a saloon that's always filled with quirky customers and even more eccentric staff.",tvEpisode,False,1992,23,"Comedy,Family,Sport",6.4,16,2017
cheese in the trap,Lee Yoon-jung,"Park Hae-Jin, Kim Go-eun, Seo Kang-jun, Lee Sung-kyoung, Nam Joo-hyuk, Park Min-ji, Hwang Seog-jeong, Son Byung-ho, Ahn Kil-kang",South Korea,2016,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows","In this adaptation of a popular webtoon, a poor student trying to navigate college life gains the attention of a wealthy upperclassman with a dark side.",tvSeries,False,2016,60,"Comedy,Romance",7.4,3092,2019
chef,Jon Favreau,"Jon Favreau, Sofía Vergara, John Leguizamo, Scarlett Johansson, Dustin Hoffman, Oliver Platt, Bobby Cannavale, Amy Sedaris, Robert Downey Jr., Emjay Anthony, Russell Peters",United States,2014,R,"Comedies, Independent Movies","After igniting a Twitter war with a well-known culinary critic, a Los Angeles chef packs his knives, heads home to Miami and opens a food truck.",movie,False,2014,114,"Adventure,Comedy,Drama",7.3,199217,2020
chef's table: france,,,,2016,TV-14,Docuseries,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.,tvSeries,False,2016,46,Documentary,8.3,1597,2016
chelsea does,,Chelsea Handler,United States,2016,TV-MA,"Docuseries, Science & Nature TV","In a provocative documentary series, comedian Chelsea Handler confronts personal and cultural hang-ups around four topics that fascinate her.",tvSeries,False,2016,70,Documentary,7.2,2352,2016
chelsea peretti: one of the greats,Lance Bangs,Chelsea Peretti,United States,2014,TV-MA,Stand-Up Comedy,"""Brooklyn Nine-Nine"" star Chelsea Peretti showcases her diverse talents in this dark yet silly reimagining of the comedy special.",tvSpecial,False,2014,74,Comedy,7.0,2202,2014
chennai express,Rohit Shetty,"Shah Rukh Khan, Deepika Padukone, Nikitin Dheer, Satyaraj, Kamini Kaushal, Lekh Tandon, Mukesh Tiwari",India,2013,TV-14,"Action & Adventure, Comedies, International Movies",What could have been a sad journey turns joyful for Rahul when he falls in love with a woman en route to submerging his grandfather's ashes.,movie,False,2013,141,"Action,Adventure,Comedy",6.0,49368,2018
chernobyl diaries,Bradley Parker,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",United States,2012,R,"Horror Movies, Thrillers","A group of kids takes an illegal tour through an abandoned city near Chernobyl, where mysterious humanoid forms begin to haunt their steps...",movie,False,2012,86,"Horror,Mystery,Thriller",5.0,64195,2018
chhota bheem and the curse of damyaan,Rajiv Chilaka,"Kaustav Ghosh, Jigna Bhardwaj, Chutki, Rajesh Kava, Mausam, Guru Shambu, Arun Shekar, Julie Tejwani, Anamaya Verma",India,2012,TV-Y7,Children & Family Movies,An evil demon who traded his freedom for immortality lures Chhota Bheem and his friends to the city of Sonapur with tales of hidden treasure.,movie,False,2012,88,"Adventure,Animation,Fantasy",5.7,135,2020
chicken kokkachi,Anuranjan Premji,"Anuranjan Premji, Indrans, Dharmajan Bolgatty, Sudhi Koppa, Bijukuttan, Neha Rathanakaran, Prasanth",India,2017,TV-14,"Comedies, International Movies","In the wake of his sister's marriage, a young middle-class man leaves his village and learns that supporting one's self is easier said than done.",movie,False,2017,116,Comedy,4.7,93,2018
chicken little,Mark Dindal,"Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",United States,2005,G,"Children & Family Movies, Comedies",No one believes Chicken Little when he tries to warn of an alien invasion – so it's up to him and his misfit friends to save the world!,movie,False,2005,81,"Adventure,Animation,Comedy",5.7,86822,2016
chico bon bon and the very berry holiday,Darragh O'Connell,"Robbie Daymond, Dayci Brookshire, Anthony Tedesco, Andy Abbott, Emma Sloan Jacobs, Joanna Lewis, Matt Mercer, Ian Nikus",,2020,TV-Y,Children & Family Movies,"The Fix-It Force makes a plan to hit every home as fast as they can, delivering Blunderberry Cakes before the town awakes to avoid a holiday disaster.",tvMovie,False,2020,25,"Animation,Family",5.3,22,2020
chief daddy,Niyi Akinmolayan,"Taiwo Obileye, Joke Silva, Falz The Bahd Guy, Dakore Akande, Funke Akindele, Zainab Balogun, Shaffy Bello, Ini Edo, Linda Ihuoma-Suleiman, Mawuli Gavor, Richard Mofe-Damijo, Rachael Oniga, Nkem Owoh, Patience Ozokwor",Nigeria,2018,TV-MA,"Comedies, Dramas, International Movies","When a wealthy patriarch unexpectedly drops dead, his money-crazed family, friends and staff scramble for his billionaire fortune.",movie,False,2018,99,Comedy,5.0,201,2019
chief of staff,,"Lee Jung-jae, Shin Mina, Lee Elijah, Kim Dong-jun, Jung Jin-young, Kim Kap-soo, Jung Woong-in, Im Won-hee, Kim Hong-pa",South Korea,2019,TV-14,"International TV Shows, Korean TV Shows, TV Dramas","As a chief of staff in the National Assembly, Jang Tae-jun influences power behind the scenes while pursuing his own ambitions to rise to the top.",tvSeries,False,2019,60,Drama,7.9,304,2019
child's play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",United States,1988,R,"Cult Movies, Horror Movies","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",movie,False,1988,87,"Fantasy,Horror,Thriller",6.6,88644,2019
child's play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",United States,1988,R,"Cult Movies, Horror Movies","When a rash of murders unfolds, 6-year-old Andy knows that his toy doll Chucky is the killer, but neither his mom nor the cops believe him.",tvEpisode,False,1988,32,"Comedy,Drama",7.1,31,2019
